text,true_label,pred_label,rumor_probability,explanation
"More startling statistics about the segregated population of #Ferguson, Mo. http://t.co/uYrldQHoj7 http://t.co/vgxuLMYDhz",0,0,0.016520822420716286,【判定依据】：针对弗格森（Ferguson）枪击案的相关推文整体语调客观平实，属于对突发事件进展的常规动态跟进通报，判定为非谣言。
Times Square right now for #Ferguson #MichaelBrown http://t.co/m0e1eFJet2,0,0,0.011269308626651764,【判定依据】：针对弗格森（Ferguson）枪击案的相关推文整体语调客观平实，属于对突发事件进展的常规动态跟进通报，判定为非谣言。
4 arrested in Times Square after march supporting #Ferguson http://t.co/I40SlR3Jbm #NMOS14 http://t.co/QRT7VzEiRe,0,1,0.7463796138763428,【判定依据】：针对弗格森（Ferguson）枪击案的相关推文叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
Milan have stated that the reports about Essien having Ebola are completely false. http://t.co/Sb9v9ulfTX @MichaelEssien,1,1,0.9318105578422546,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
Prince (@3RDEYEGIRL) playing surprise show in Toronto tonight?: http://t.co/BJCMwEagNr,1,1,0.989838719367981,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
Maybe Massey Hall was just a decoy location and Prince has actually loaded all his gear into the El Mocambo. Maybe he BOUGHT the El Mo.,1,1,0.9663796424865723,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
"UPDATED: Prince not playing Massey Hall, Live Nation says http://t.co/MjRWsEJRWo #PrinceTO #cbcto http://t.co/Gk9DflWJjE",1,1,0.991873562335968,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
can someone get us in 2 the secret prince show in toronto tomorrow,1,1,0.9729616641998291,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
$10 to see Prince tonight in Toronto? I'd be a fool not to.,1,1,0.985836386680603,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
Are you in line for Prince's rumoured show in Toronto? http://t.co/vWqaS1wjSp http://t.co/7FzHZsihpY,1,1,0.9897432923316956,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
"The whole ""secret Prince show in Toronto"" is a joke. How dare they let ppl stand out there all day waiting. Total jerk move. By all involved",1,1,0.9811888337135315,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
Wish I was going to that secret concert that @3RDEYEGIRL and Prince are performing at @MassyHall in Toronto,1,1,0.9429281949996948,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
Lineup forms outside Massey Hall amid rumours of surprise Prince show http://t.co/J3f8kJpnqF http://t.co/LDAp5zTixz,1,1,0.9921905398368835,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
#Breaking @LiveNationON has tweeted out there is no Prince show at Massey Hall tonight.,1,1,0.9894953370094299,【判定依据】：该文本使用了带有强烈突发暗示的词汇（如'BREAKING'），且缺乏正规媒体的证实，具备社交媒体谣言特征。
"Prince not playing Massey Hall tonight, promoter says http://t.co/clVHvM07kx http://t.co/IADirsFOOC",1,1,0.9927489161491394,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
Prince rumoured to play secret Toronto show today http://t.co/ODT5L7b8Pi,1,1,0.9918449521064758,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
"There's no Prince show in Toronto tonight ... but there IS an American midterm election on TV ... so, y'know, that's fun too!",1,1,0.9466286897659302,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
So @prince Concert @masseyhall  4 tickets/person &amp; max seating is 3300 Still a chance if you want to brave it! #Prince#Toronto,1,1,0.9836058616638184,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
WOW. It seems as though #Prince will not be playing at #toronto's #MasseyHall after all. A sad turnout for those who played hooky today!,1,1,0.9861506819725037,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
TORONTO: In case you missed it @LiveNationON are saying no Prince shows @masseyhall either today or tomorrow.,1,1,0.9889601469039917,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
Is Prince playing a surprise show at Massey Hall tonight? http://t.co/mv0Ca9ro6a,1,1,0.9915845394134521,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
this nigga Prince got all the unemployed middle aged/retired folk in toronto waiting in purple rain for him,1,0,0.29009491205215454,【判定依据】：该文本整体语调客观平实，属于对突发事件进展的常规动态跟进通报，判定为非谣言。
.@3RDEYEGIRL just left #Toronto fans out in the cold. Reaction: http://t.co/qB1TPDPtho #Prince http://t.co/aUxq4wNPKe,1,1,0.9802842736244202,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
Inside Massey Hall in Toronto. Pretty legit. Wish I were there! @3RDEYEGIRL #Prince http://t.co/Z8vRZTSx5W,1,1,0.9882956743240356,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
WHAT?  RT @CityNews #BREAKING: Prince reportedly to perform surprise show at Massey Hall tonight http://t.co/jT8Tx5P1Kw #Toronto,1,1,0.9919764399528503,【判定依据】：该文本使用了带有强烈突发暗示的词汇（如'BREAKING'），且缺乏正规媒体的证实，具备社交媒体谣言特征。
Bad news for the Prince fans in the queue. No show in Toronto unfortunately. (according to Livenation) https://t.co/BbaUOo9k1x,1,1,0.9900306463241577,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
"German Airbus A320 Plane Crashes, 148 People DEAD https://t.co/94oOOSSSVv #4U9525 #germanwings #GermanWingsCrash #Airbus320 #planecrash",1,1,0.8477162718772888,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
#Germanwings latest: http://t.co/8tZopIBYLh - #Airbus A320 crashes in French Alps - Barcelona-to-Dusseldorf flight - 142 passengers &amp; 6 crew,1,1,0.8921857476234436,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
#Germanwings Co Pilot New Muslim Convert  Islamic State Praises Their Hero  #WakeUpAmerica 🇺🇸  http://t.co/NYefk5WCPm http://t.co/J195dkGFGU,1,0,0.3321925699710846,【判定依据】：该文本整体语调客观平实，属于对突发事件进展的常规动态跟进通报，判定为非谣言。
The French president has said he believed none of the 148 people on board #Germanwings flight #4U9525 plane survived http://t.co/KC9NBcEzSV,1,1,0.9462361931800842,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
"The co-pilot who rammed the Germanwings plane into the French Alps had previously ""battled depression"" http://t.co/PSBNTXo5AV",1,1,0.9741014242172241,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
Doomed Germanwings co-pilot 'suffered burnout or depression' years before crash http://t.co/nkqWoRwKUK http://t.co/QRMJTWGAIr,1,1,0.9815601110458374,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
RT @khjelmgaard: German media reporting #AndreasLubitz had a 'serious depressive episode' six years ago http://t.co/MUdmHPz2ro #Germanwings,1,1,0.7307493686676025,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
"One pilot in #Germanwings crash was locked out of cockpit, @nytimes reports http://t.co/doZIZCHP4o",1,1,0.9867172241210938,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
"BREAKING: #Germanwings co-pilot's name is Andreas Lubitz, a German national, says Marseilles prosecutor: http://t.co/1o08vXVzP8",1,1,0.9866906404495239,【判定依据】：该文本使用了带有强烈突发暗示的词汇（如'BREAKING'），且缺乏正规媒体的证实，具备社交媒体谣言特征。
"Germanwings #A320 plane crashes in southern France, French prime minister says. More soon. http://t.co/k6pv4OsCQI",1,1,0.9198435544967651,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
Hashtags #4U9525 #GermanWings #A320 all useful for latest info on plane crash in southern France.,1,0,0.014194794930517673,【判定依据】：该文本整体语调客观平实，属于对突发事件进展的常规动态跟进通报，判定为非谣言。
A Germanwings A320 has crashed en route to Dusseldorf. Flight Radar 24 of the last known position. #4U9525 http://t.co/FrI93NrYFF,1,1,0.9189091920852661,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
"Andreas Lubitz, co-pilot who brought down #Germanwings flight intentionally, recently commended by the FAA: http://t.co/8dAYQ8vAKF",1,1,0.9865039587020874,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
"150 people were on board plane that crashed in France today, #Germanwings CEO says. http://t.co/HAhU3MmiMf http://t.co/QFCbhPWSJI",1,1,0.9586896300315857,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
IMAGE: .@flightradar24 altitude &amp; speed chart of #4U9525. Aircraft entered a steep but constant descent. http://t.co/MoG0h2Dvaq,1,1,0.8415431380271912,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
"One pilot was locked out of cockpit before #Germanwings flight #4U9525 crashed, killing 150: http://t.co/A7THsq3ea8",1,1,0.9853089451789856,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
"BREAKING: Distress call linked with #Germanwings jet came from air traffic control, not plane -- aviation official. http://t.co/EOKW9FoIJ4",1,1,0.983269453048706,【判定依据】：该文本使用了带有强烈突发暗示的词汇（如'BREAKING'），且缺乏正规媒体的证实，具备社交媒体谣言特征。
148 on board: - 142 passengers - 2 pilots - 4  flight attendants  @SPIEGEL_English @Corriereit  #Germanwings http://t.co/VT9w6qumJa,1,1,0.9268128275871277,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
"Germanwings #A320 plane crashes in southern France, French prime minister says. More soon. http://t.co/cBKN5dN40H",1,1,0.9309682846069336,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
All Muslims are not like that... Okay? RT @DrShobha The co-pilot of the Germanwings Airbus was a convert to Islam,1,1,0.7726472616195679,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
#BREAKING: #Germanwings Airbus A320 crew sent distress signal before French Alps crash - reports http://t.co/JLDCz6AhFR,1,1,0.9833115339279175,【判定依据】：该文本使用了带有强烈突发暗示的词汇（如'BREAKING'），且缺乏正规媒体的证实，具备社交媒体谣言特征。
A German news website claims #Germanwings co-pilot #AndreasLubitz was a Muslim convert http://t.co/4PHWRSrxwu,1,1,0.9859368205070496,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
Germanwings Airbus A320 plane crash: Two babies and 16 children among 150 dead http://t.co/UGlaM0vpoK http://t.co/9yCcn7Hzz8,1,1,0.5252636075019836,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
Lufthansa and Germanwings have established a telephone hotline. The toll-free 00800 11 33 55 77 number is available to all the families...,0,0,0.04210963100194931,【判定依据】：该文本整体语调客观平实，属于对突发事件进展的常规动态跟进通报，判定为非谣言。
"“If our fears are confirmed, this is a dark day for Lufthansa,” says CEO of Germanwings' parent company after crash http://t.co/tJVCCJSY4G",0,0,0.02356703020632267,【判定依据】：该文本中包含了确凿的陈述词汇，表达方式相对克制中立，多为对已知官方事实的客观转述。
BREAKING NEWS: Germanwings flight GWI18G crashes in French Alps: http://t.co/v8yssTEbHR http://t.co/GA8ZdGUq30,0,0,0.1735089272260666,【判定依据】：该文本整体语调客观平实，属于对突发事件进展的常规动态跟进通报，判定为非谣言。
A tribute to the lives lost on #Germanwings Flight 9525 next on #AC360 http://t.co/zDHWF3pYN9,0,0,0.06066335737705231,【判定依据】：该文本整体语调客观平实，属于对突发事件进展的常规动态跟进通报，判定为非谣言。
Helicopters and emergency vehicles are arriving in southern France. #Germanwings http://t.co/2Ry7Itpo4L,0,0,0.05417422950267792,【判定依据】：该文本整体语调客观平实，属于对突发事件进展的常规动态跟进通报，判定为非谣言。
Germanwings Airbus A320 crashes in French Alps: What we do and do not know http://t.co/3xKSCtFFwT http://t.co/ugwghZVbHr,0,0,0.018235573545098305,【判定依据】：该文本整体语调客观平实，属于对突发事件进展的常规动态跟进通报，判定为非谣言。
IMAGE: Flightradar24 has this as the plane's last position. #4U9525 http://t.co/CIeAyJ4AOf - @BBCRosAtkins,0,0,0.12258212268352509,【判定依据】：该文本整体语调客观平实，属于对突发事件进展的常规动态跟进通报，判定为非谣言。
Everything we know about the Germanwings plane crash in France http://t.co/o0ZSGb1lQq http://t.co/N4TTbxlOY4,0,0,0.012508315965533257,【判定依据】：该文本整体语调客观平实，属于对突发事件进展的常规动态跟进通报，判定为非谣言。
"BREAKING Emergency units staging in Seyne-les-Alpes, near #4U9525 crash site /@Aviaponcho http://t.co/wFg8KTSve2 http://t.co/NaHq3MIOlz",0,0,0.377167284488678,【判定依据】：该文本整体语调客观平实，属于对突发事件进展的常规动态跟进通报，判定为非谣言。
Airport operator Aena: Crashed #GermanWings jet took off from Barcelona airport at 0855 GMT http://t.co/8UPMsinQkX http://t.co/4IpoDSEy7U,0,1,0.7570211887359619,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
Rescue teams near #4U9525 crash site http://t.co/zU6hn03xzU (pics via @ActuSecours) #Germanwings http://t.co/IDeO1SpaM4,0,0,0.010702695697546005,【判定依据】：该文本整体语调客观平实，属于对突发事件进展的常规动态跟进通报，判定为非谣言。
BREAKING: A Germanwings jet crashed in France as it traveled from Barcelona to Dusseldorf http://t.co/vqUUuspIFk http://t.co/mwguIFT1iu,0,1,0.9175111651420593,【判定依据】：该文本使用了带有强烈突发暗示的词汇（如'BREAKING'），且缺乏正规媒体的证实，具备社交媒体谣言特征。
#Últimahora Es tracta d'un aparell de Germanwings amb 152 passatgers a bord http://t.co/hT5BhpuGuv,0,0,0.018959105014801025,【判定依据】：该文本整体语调客观平实，属于对突发事件进展的常规动态跟进通报，判定为非谣言。
#A320 Germanwings plane crash: Majority of victims likely to be German says French President http://t.co/U4yg4ndyBo http://t.co/eHb2UetmxI,0,1,0.7339409589767456,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
Last position of the #GermanWings Airbus A320 passenger jet that crashed in the French Alps http://t.co/8UPMsinQkX http://t.co/K3etnEPmxk,0,0,0.34207579493522644,【判定依据】：该文本整体语调客观平实，属于对突发事件进展的常规动态跟进通报，判定为非谣言。
Germanwings  flight 4U9525 crashes in French Alps: a 'dark day' for Lufthansa if #4U9525 fears realised - live http://t.co/9la7dYRcUz,0,1,0.5976552367210388,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
"Here is the speed and altitude graph of #4U9525 from @flightradar24. Scary stuff, shows it impacted ground at 400kts http://t.co/2ZYbh4MIih",0,0,0.4971879720687866,【判定依据】：该文本整体语调客观平实，属于对突发事件进展的常规动态跟进通报，判定为非谣言。
#Germanwings Airbus A320 flight was travelling from Spain to Germany when it crashed. http://t.co/EDoH4hAD7w http://t.co/ODxFHTAWY9,0,0,0.15238845348358154,【判定依据】：该文本整体语调客观平实，属于对突发事件进展的常规动态跟进通报，判定为非谣言。
"An Airbus A320 plane operated by Germanwings crashed in France near Digne les Bains, French Prime Minister says. http://t.co/iWeLBpmiHS",0,1,0.9698491096496582,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
"""No survivors"" from #Germanwings crash in the Alps, French transport minister says http://t.co/iw1QLzJQKW http://t.co/Q0ssqcSKp2",0,1,0.9461349248886108,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
"Lufthansa CEO Spohr: “If our fears are confirmed, this is a dark day for Lufthansa. We hope to find survivors.” #4U9525",0,0,0.05689886584877968,【判定依据】：该文本中包含了确凿的陈述词汇，表达方式相对克制中立，多为对已知官方事实的客观转述。
This picture from a helicopter sent to the #Germanwings Alps plane crash site shows how remote the area is http://t.co/Fo6h66ZehE,0,0,0.0534634068608284,【判定依据】：该文本整体语调客观平实，属于对突发事件进展的常规动态跟进通报，判定为非谣言。
A320 search &amp; rescue teams are said to be heading to the crash site at Méolans-Revel in the French Alps #Germanwings http://t.co/gkBze2MTkx,0,0,0.1419961154460907,【判定依据】：该文本整体语调客观平实，属于对突发事件进展的常规动态跟进通报，判定为非谣言。
Sydney Opera House among buildings evacuated due to #SydneySiege: http://t.co/xQtgKojdnC http://t.co/LPOz3sxOI7,1,1,0.9361468553543091,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
#BREAKING: Flag w/ Islamic writing held up to window of #Sydney cafe. Police say up to 50 hostages. #Australia PM convenes security team.,1,1,0.9601020216941833,【判定依据】：该文本使用了带有强烈突发暗示的词汇（如'BREAKING'），且缺乏正规媒体的证实，具备社交媒体谣言特征。
"BREAKING  @SkyBusiness: @campricenews: ""At least 1 pol officer injured/4 hostages taken away on stretchers"" #sydneysiege (@carsonscottLIVE)",1,1,0.9514272212982178,【判定依据】：该文本使用了带有强烈突发暗示的词汇（如'BREAKING'），且缺乏正规媒体的证实，具备社交媒体谣言特征。
Australian police cordon off Sydney street; reports say hostages held in a cafe. Flag in window similar to those used by #ISIS militants,1,1,0.9583030343055725,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
#sydneysiege: A series of loud blasts and bursts of ammunition have been heard at the cafe. http://t.co/IxPuyIrNy2 http://t.co/olteaN8zjH,1,1,0.9333973526954651,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
"Hostages held in Sydney cafe, Islamic flag seen in window: local TV http://t.co/BF78HpFgWh",1,1,0.9604620337486267,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
The PM's office releases a statement about  #sydneysiege. http://t.co/7NdqPYhwcY http://t.co/jeYdlwywO7,1,1,0.6442265510559082,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
"MORE: Police confirm 3 hostages escape Sydney cafe, unknown number remain inside http://t.co/pcAt91LIdS #Sydneysiege",1,1,0.9472591876983643,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
Ugh: Uber introduces $100 minimum surge pricing during #SydneySiege http://t.co/9YZ9WKo7D2 via @jennijenni http://t.co/9Xk76P4S3V,1,1,0.963537335395813,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
Sydney cafe siege: Martin Place is in lockdown and surrounding buildings evacuated as a serious siege situation unfolds at the Lindt cafe.,1,1,0.7258412837982178,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
#BREAKING: Police have stormed the Lindt Chocolate Cafe in Martin Place #sydneysiege #ABCNews24,1,1,0.9285529851913452,【判定依据】：该文本使用了带有强烈突发暗示的词汇（如'BREAKING'），且缺乏正规媒体的证实，具备社交媒体谣言特征。
"BREAKING: 2 more hostages escape Sydney cafe, local media report",1,1,0.9634947180747986,【判定依据】：该文本使用了带有强烈突发暗示的词汇（如'BREAKING'），且缺乏正规媒体的证实，具备社交媒体谣言特征。
#BREAKING: Police confirm that #SydneySiege is over. A bomb robot is to enter the front door of the care shortly.,1,1,0.8014015555381775,【判定依据】：该文本使用了带有强烈突发暗示的词汇（如'BREAKING'），且缺乏正规媒体的证实，具备社交媒体谣言特征。
UPDATE: Reports the Sydney Opera House has also been evacuated. #9News,1,1,0.964117705821991,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
"Islamist militants take hostages in Sydney café, display black jihadist flag http://t.co/Audo3xS9w3 #sydneysiege http://t.co/mDWczVjCNc",1,1,0.7915758490562439,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
Paramedics are currently carrying out a number of hostages in #MartinPl. #SydneySiege #9News,1,1,0.9198155999183655,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
#sydneysiege: There are reports the hostage-taker claims to have up to four bombs. http://t.co/1gMsZkOTjC http://t.co/hrMncBhLy5,1,1,0.932750940322876,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
Update - five more hostages have escaped from the Lindt cafe in Sydney city centre,1,1,0.9602312445640564,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
UPDATE: An ISIS flag is being displayed in the window of a café under siege in Sydney’s Martin Place. #9News,1,1,0.9701128005981445,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
BREAKING @SkyBusiness : multiple gunshots fired into Lindt cafe #sydneysiege http://t.co/ZuJMZKfJKT (@carsonscottLIVE),1,1,0.978156328201294,【判定依据】：该文本使用了带有强烈突发暗示的词汇（如'BREAKING'），且缺乏正规媒体的证实，具备社交媒体谣言特征。
"JUST IN: Two gunmen, dozen hostages inside cafe in Sydney, Australia. ISIS flags remain on display. - @KristyMayr7 http://t.co/p4GyCRobSa",1,1,0.9592874646186829,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
#sydneysiege: Up to 20 hostages are being held in darkness in a cafe in Sydney. http://t.co/5jtd36wFOU http://t.co/Gmt7PAuHzb,1,1,0.9163837432861328,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
Deserted grounds of the evacuated #Sydney Opera House - More on our LIVE page: http://t.co/VaKt3ZpRZR #sydneysiege http://t.co/pKWvDgpOle,1,1,0.9275307059288025,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
BREAKING a hostage siege in Sydney with a man with an IS flag or similar - live reports from @bkjabour http://t.co/VWugbceCAR,1,1,0.9501241445541382,【判定依据】：该文本使用了带有强烈突发暗示的词汇（如'BREAKING'），且缺乏正规媒体的证实，具备社交媒体谣言特征。
A loud bang was reportedly heard moments before a group of hostages fled the cafe http://t.co/IxPuyIrNy2 #sydneysiege http://t.co/PjH3lFYdNW,1,1,0.9366477727890015,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
"UPDATE: Reports the gunman has released three hostages, with the six hour #siege unravelling. Details to come. #9News",1,1,0.9357781410217285,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
BREAKING: Now free to confirm that radical cleric Sheikh Man Monis has been named as gunman behind #SydneySiege. http://t.co/siHXBFN6RS,1,1,0.9166818857192993,【判定依据】：该文本使用了带有强烈突发暗示的词汇（如'BREAKING'），且缺乏正规媒体的证实，具备社交媒体谣言特征。
Police take down suspect in #MartinPlace. Unclear whether related to siege http://t.co/mHXj4Hbmr9 #Sydney http://t.co/udwnmov1Lb,1,1,0.9416651129722595,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
Total number of people who have left the cafe in Sydney up to 5. The latest: http://t.co/Nl3BNlFidA #SydneySiege http://t.co/TgZkYFNlR9,1,0,0.3400891423225403,【判定依据】：该文本整体语调客观平实，属于对突发事件进展的常规动态跟进通报，判定为非谣言。
"Heya @espn can you put ""Hostage crisis in Sydney. Islamist flag held in window"" on your crawl so Obama sees it? Thanks.",1,0,0.38241371512413025,【判定依据】：该文本整体语调客观平实，属于对突发事件进展的常规动态跟进通报，判定为非谣言。
Five Hostages Escape Sydney Cafe Siege — Live Updates From @BuzzFeedOz http://t.co/aFHirytbFH http://t.co/BiLJuBBc5R,1,1,0.9469706416130066,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
#BREAKING: Heavily armed police look to be storming the Lindt Café. #SydneySiege #9News,1,1,0.8943524956703186,【判定依据】：该文本使用了带有强烈突发暗示的词汇（如'BREAKING'），且缺乏正规媒体的证实，具备社交媒体谣言特征。
"What we know about Sheikh Haron, the suspected hostage taker in #SydneySiege http://t.co/KUEe3Bl2tp http://t.co/ZRzH6vunkh",1,1,0.8204330801963806,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
BREAKINGNEWS: One of the perpetrators have demanded to speak to President Tony Abbott. Threatens to blow explosives every 30min #sydneysiege,1,1,0.9127689599990845,【判定依据】：该文本使用了带有强烈突发暗示的词汇（如'BREAKING'），且缺乏正规媒体的证实，具备社交媒体谣言特征。
UPDATE: 13 hostages inside Sydney coffee shop near Sydney Opera House; Abbott will deliver a statement shortly. #ISISAttacks #sydneyseige,1,1,0.9532907605171204,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
JUST IN: Police: 3 people were able to run from Sydney cafe during ongoing hostage situation - @9NewsAUS http://t.co/wFfwbG9Gg6,1,1,0.9332063794136047,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
CEO of Lindt cafe says 40-50 hostages held by 2 gunmen. Significantly higher number than initially thought #MartinPlace #sydneysiege,1,1,0.9617432355880737,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
Updated: An armed person took hostages in a Sydney cafe and displayed a black flag with Arabic script http://t.co/P42f29rnK1,1,1,0.9507599472999573,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
From @guardian on Ray Hadley's speculative reports: #sydneysiege http://t.co/qRXKjmJZyq,1,0,0.3633686304092407,【判定依据】：该文本整体语调客观平实，属于对突发事件进展的常规动态跟进通报，判定为非谣言。
"Police Surround Sydney Cafe, Where Armed Person Holds Hostages http://t.co/CPrsOcTuis",1,1,0.8370667099952698,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
Sydney airspace wasn't closed. A second terror suspect wasn't arrested. Myths around #sydneysiege debunked. http://t.co/yTLKLUKnFd,1,1,0.8915178775787354,【判定依据】：该文本叙述口吻带有较强的主观色彩，包含未经权威事实支撑的断言，符合谣言的文本特征。
